,id,age,region,author,title
0,0,A. The Theocratic Age,The Ancient Near East,,Gilgamesh
1,1,A. The Theocratic Age,The Ancient Near East,,Egyptian Book of the Dead
2,2,A. The Theocratic Age,The Ancient Near East,,Holy Bible (King James Version)
3,3,A. The Theocratic Age,The Ancient Near East,,The Apocrypha
4,4,A. The Theocratic Age,The Ancient Near East,,Sayings of the Fathers (Pirke Aboth)
5,5,A. The Theocratic Age,Ancient India (Sanskrit),,Mahabharata
6,6,A. The Theocratic Age,Ancient India (Sanskrit),,Bhagavad-Gita
7,7,A. The Theocratic Age,Ancient India (Sanskrit),,Ramayana
8,8,A. The Theocratic Age,The Ancient Greeks,Homer,Iliad
9,9,A. The Theocratic Age,The Ancient Greeks,Homer,Odyssey
10,10,A. The Theocratic Age,The Ancient Greeks,Hesiod,Works and Days
11,11,A. The Theocratic Age,The Ancient Greeks,Hesiod,Theogony
12,12,A. The Theocratic Age,The Ancient Greeks,,"Archilochos, Sappho, Alkman"
13,13,A. The Theocratic Age,The Ancient Greeks,Pindar,Odes
14,14,A. The Theocratic Age,The Ancient Greeks,Aeschylus,Oresteia
15,15,A. The Theocratic Age,The Ancient Greeks,Aeschylus,Seven Against Thebes
16,16,A. The Theocratic Age,The Ancient Greeks,Aeschylus,Prometheus Bound
17,17,A. The Theocratic Age,The Ancient Greeks,Aeschylus,Persians
18,18,A. The Theocratic Age,The Ancient Greeks,Aeschylus,Suppliant Women
19,19,A. The Theocratic Age,The Ancient Greeks,Sophocles,Oedipus the King
20,20,A. The Theocratic Age,The Ancient Greeks,Sophocles,Oedipus at Colonus
21,21,A. The Theocratic Age,The Ancient Greeks,Sophocles,Antigone
22,22,A. The Theocratic Age,The Ancient Greeks,Sophocles,Electra
23,23,A. The Theocratic Age,The Ancient Greeks,Sophocles,Ajax
24,24,A. The Theocratic Age,The Ancient Greeks,Sophocles,Women of Trachis
25,25,A. The Theocratic Age,The Ancient Greeks,Sophocles,Philoctetes
26,26,A. The Theocratic Age,The Ancient Greeks,Euripides,Cyclops
27,27,A. The Theocratic Age,The Ancient Greeks,Euripides,Heracles
28,28,A. The Theocratic Age,The Ancient Greeks,Euripides,Alcestis
29,29,A. The Theocratic Age,The Ancient Greeks,Euripides,Hecuba
30,30,A. The Theocratic Age,The Ancient Greeks,Euripides,Bacchae
31,31,A. The Theocratic Age,The Ancient Greeks,Euripides,Orestes
32,32,A. The Theocratic Age,The Ancient Greeks,Euripides,Andromache
33,33,A. The Theocratic Age,The Ancient Greeks,Euripides,Medea
34,34,A. The Theocratic Age,The Ancient Greeks,Euripides,Ion
35,35,A. The Theocratic Age,The Ancient Greeks,Euripides,Hippolytus
36,36,A. The Theocratic Age,The Ancient Greeks,Euripides,Helen
37,37,A. The Theocratic Age,The Ancient Greeks,Euripides,Iphigenia at Aulis
38,38,A. The Theocratic Age,The Ancient Greeks,Aristophanes,The Birds
39,39,A. The Theocratic Age,The Ancient Greeks,Aristophanes,The Clouds
40,40,A. The Theocratic Age,The Ancient Greeks,Aristophanes,The Frogs
41,41,A. The Theocratic Age,The Ancient Greeks,Aristophanes,Lysistrata
42,42,A. The Theocratic Age,The Ancient Greeks,Aristophanes,The Knights
43,43,A. The Theocratic Age,The Ancient Greeks,Aristophanes,The Wasps
44,44,A. The Theocratic Age,The Ancient Greeks,Aristophanes,The Assemblywomen
45,45,A. The Theocratic Age,The Ancient Greeks,Herodotus,The Histories
46,46,A. The Theocratic Age,The Ancient Greeks,Thucydides,The Peloponnesian Wars
47,47,A. The Theocratic Age,The Ancient Greeks,,"The Pre-Socratics (Heraclitus, Empedocles)"
48,48,A. The Theocratic Age,The Ancient Greeks,Plato,Dialogues
49,49,A. The Theocratic Age,The Ancient Greeks,Aristotle,Poetics
50,50,A. The Theocratic Age,The Ancient Greeks,Aristotle,Ethics
51,51,A. The Theocratic Age,Hellenistic Greeks,Menander,The Girl from Samos
52,52,A. The Theocratic Age,Hellenistic Greeks,"""Longinus""",On the Sublime
53,53,A. The Theocratic Age,Hellenistic Greeks,Callimachus,Hymns and Epigrams
54,54,A. The Theocratic Age,Hellenistic Greeks,Theocritus,Idylls
55,55,A. The Theocratic Age,Hellenistic Greeks,Plutarch,Lives
56,56,A. The Theocratic Age,Hellenistic Greeks,Plutarch,Moralia
57,57,A. The Theocratic Age,Hellenistic Greeks,"""Aesop""",Fables
58,58,A. The Theocratic Age,Hellenistic Greeks,Lucian,Satires
59,59,A. The Theocratic Age,The Romans,Plautus,Pseudolus
60,60,A. The Theocratic Age,The Romans,Plautus,The Braggart Soldier
61,61,A. The Theocratic Age,The Romans,Plautus,The Rope
62,62,A. The Theocratic Age,The Romans,Plautus,Amphitryon
63,63,A. The Theocratic Age,The Romans,Terence,The Girl from Andros
64,64,A. The Theocratic Age,The Romans,Terence,The Eunuch
65,65,A. The Theocratic Age,The Romans,Terence,The Mother-in-Law
66,66,A. The Theocratic Age,The Romans,Lucretius,The Way Things Are
67,67,A. The Theocratic Age,The Romans,Cicero,On the Gods
68,68,A. The Theocratic Age,The Romans,Horace,Odes
69,69,A. The Theocratic Age,The Romans,Horace,Epistles
70,70,A. The Theocratic Age,The Romans,Horace,Satires
71,71,A. The Theocratic Age,The Romans,Persius,Satires
72,72,A. The Theocratic Age,The Romans,Catullus,Attis and Other Poems
73,73,A. The Theocratic Age,The Romans,Virgil,Aeneid
74,74,A. The Theocratic Age,The Romans,Virgil,Eclogues
75,75,A. The Theocratic Age,The Romans,Virgil,Georgics
76,76,A. The Theocratic Age,The Romans,Lucan,Pharsalia
77,77,A. The Theocratic Age,The Romans,Ovid,Metamorphoses
78,78,A. The Theocratic Age,The Romans,Ovid,The Art of Love
79,79,A. The Theocratic Age,The Romans,Ovid,Heroides
80,80,A. The Theocratic Age,The Romans,Juvenal,Satires
81,81,A. The Theocratic Age,The Romans,Martial,Epigrams
82,82,A. The Theocratic Age,The Romans,Seneca,"Tragedies, particularly Medea and Hercules Furens"
83,83,A. The Theocratic Age,The Romans,Petronius,Satyricon
84,84,A. The Theocratic Age,The Romans,Apuleius,The Golden Ass
85,85,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Saint Augustine,City of God
86,86,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Saint Augustine,Confessions
87,87,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",,The Koran (Al-Qur'an)
88,88,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",,The Book of the Thousand Nights and One Night
89,89,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",,The Poetic Edda
90,90,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Snorri Sturluson,The Prose Edda
91,91,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",,The Nibelungen Lied
92,92,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Wolfram von Eschenbach,Parzival
93,93,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Chrétien de Troyes,Yvain: The Knight of the Lion
94,94,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",,Beowulf
95,95,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",,The Poem of the Cid
96,96,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Christine de Pisan,The Book of the City of Ladies
97,97,A. The Theocratic Age,"The Middle Ages: Latin, Arabic, and the Vernacular Before Dante",Diego de San Pedro,Prison of Love
98,98,B. The Aristocratic Age,Italy,Dante,The Divine Comedy
99,99,B. The Aristocratic Age,Italy,Dante,The New Life
100,100,B. The Aristocratic Age,Italy,Petrarch,Lyric Poems
101,101,B. The Aristocratic Age,Italy,Petrarch,Selections
102,102,B. The Aristocratic Age,Italy,Giovanni Boccaccio,The Decameron
103,103,B. The Aristocratic Age,Italy,Matteo Maria Boiardo,Orlando Innamorato
104,104,B. The Aristocratic Age,Italy,Ludovico Ariosto,Orlando Furioso
105,105,B. The Aristocratic Age,Italy,Michelangelo Buonarroti,Sonnets and Madrigals
106,106,B. The Aristocratic Age,Italy,Niccolò Machiavelli,The Prince
107,107,B. The Aristocratic Age,Italy,Niccolò Machiavelli,"The Mandrake, a Comedy"
108,108,B. The Aristocratic Age,Italy,Leonardo da Vinci,Notebooks
109,109,B. The Aristocratic Age,Italy,Baldassare Castiglione,The Book of the Courtier
110,110,B. The Aristocratic Age,Italy,Gaspara Stampa,Sonnets and Madrigals
111,111,B. The Aristocratic Age,Italy,Giorgio Vasari,Lives of the Painters
112,112,B. The Aristocratic Age,Italy,Benvenuto Cellini,Autobiography
113,113,B. The Aristocratic Age,Italy,Torquato Tasso,Jerusalem Delivered
114,114,B. The Aristocratic Age,Italy,Giordano Bruno,The Expulsion of the Triumphant Beast
115,115,B. The Aristocratic Age,Italy,Tommaso Campanella,Poems
116,116,B. The Aristocratic Age,Italy,Tommaso Campanella,The City of the Sun
117,117,B. The Aristocratic Age,Italy,Giambattista Vico,Principles of a New Science
118,118,B. The Aristocratic Age,Italy,Carlo Goldoni,The Servant of Two Masters
119,119,B. The Aristocratic Age,Italy,Vittorio Alfieri,Saul
120,120,B. The Aristocratic Age,Portugal,Luis de Camoëns,The Lusiads
121,121,B. The Aristocratic Age,Portugal,Antònio Ferreira,Poetry
122,122,B. The Aristocratic Age,Spain,Jorge Manrique,Coplas
123,123,B. The Aristocratic Age,Spain,Fernando de Rojas,La Celestina
124,124,B. The Aristocratic Age,Spain,,Lazarillo de Tormes
125,125,B. The Aristocratic Age,Spain,Francisco de Quevedo,Visions
126,126,B. The Aristocratic Age,Spain,Francisco de Quevedo,Satirical Letter of Censure
127,127,B. The Aristocratic Age,Spain,Fray Luis de León,Poems
128,128,B. The Aristocratic Age,Spain,St. John of the Cross,Poems
129,129,B. The Aristocratic Age,Spain,Luis de Góngora,Sonnets
130,130,B. The Aristocratic Age,Spain,Luis de Góngora,Soledades
131,131,B. The Aristocratic Age,Spain,Miguel de Cervantes,Don Quixote
132,132,B. The Aristocratic Age,Spain,Miguel de Cervantes,Exemplary Stories
133,133,B. The Aristocratic Age,Spain,Lope de Vega,La Dorotea
134,134,B. The Aristocratic Age,Spain,Lope de Vega,Fuente Ovejuna
135,135,B. The Aristocratic Age,Spain,Lope de Vega,Lost in a Mirror
136,136,B. The Aristocratic Age,Spain,Lope de Vega,The Knight of Olmedo
137,137,B. The Aristocratic Age,Spain,Tirso de Molina,The Trickster of Seville
138,138,B. The Aristocratic Age,Spain,Pedro Calderón de la Barca,Life is a Dream
139,139,B. The Aristocratic Age,Spain,Pedro Calderón de la Barca,The Mayor of Zalamea
140,140,B. The Aristocratic Age,Spain,Pedro Calderón de la Barca,The Mighty Magician
141,141,B. The Aristocratic Age,Spain,Pedro Calderón de la Barca,The Doctor of His Own Honor
142,142,B. The Aristocratic Age,Spain,Sor Juana Inés de la Cruz,Poems
143,143,B. The Aristocratic Age,England and Scotland,Geoffrey Chaucer,The Canterbury Tales
144,144,B. The Aristocratic Age,England and Scotland,Geoffrey Chaucer,Troilus and Criseyde
145,145,B. The Aristocratic Age,England and Scotland,Sir Thomas Malory,Le Morte D'Arthur
146,146,B. The Aristocratic Age,England and Scotland,William Dunbar,Poems
147,147,B. The Aristocratic Age,England and Scotland,John Skelton,Poems
148,148,B. The Aristocratic Age,England and Scotland,Sir Thomas More,Utopia
149,149,B. The Aristocratic Age,England and Scotland,Sir Thomas Wyatt,Poems
150,150,B. The Aristocratic Age,England and Scotland,"Henry Howard, Earl of Surrey",Poems
151,151,B. The Aristocratic Age,England and Scotland,Sir Philip Sidney,The Countess of Pembroke's Arcadia
152,152,B. The Aristocratic Age,England and Scotland,Sir Philip Sidney,Astrophel and Stella
153,153,B. The Aristocratic Age,England and Scotland,Sir Philip Sidney,An Apology for Poetry
154,154,B. The Aristocratic Age,England and Scotland,"Fulke Greville, Lord Brooke",Poems
155,155,B. The Aristocratic Age,England and Scotland,Edmund Spenser,The Faerie Queene
156,156,B. The Aristocratic Age,England and Scotland,Edmund Spenser,The Minor Poems
157,157,B. The Aristocratic Age,England and Scotland,Sir Walter Ralegh,Poems
158,158,B. The Aristocratic Age,England and Scotland,Christopher Marlowe,Poems and Plays
159,159,B. The Aristocratic Age,England and Scotland,Michael Drayton,Poems
160,160,B. The Aristocratic Age,England and Scotland,Samuel Daniel,Poems
161,161,B. The Aristocratic Age,England and Scotland,Samuel Daniel,A Defence of Ryme
162,162,B. The Aristocratic Age,England and Scotland,Thomas Nashe,The Unfortunate Traveller
163,163,B. The Aristocratic Age,England and Scotland,Thomas Kyd,The Spanish Tragedy
164,164,B. The Aristocratic Age,England and Scotland,William Shakespeare,Plays and Poems
165,165,B. The Aristocratic Age,England and Scotland,Thomas Campion,Songs
166,166,B. The Aristocratic Age,England and Scotland,John Donne,Poems
167,167,B. The Aristocratic Age,England and Scotland,John Donne,Sermons
168,168,B. The Aristocratic Age,England and Scotland,Ben Jonson,"Poems, Plays, and Masques"
169,169,B. The Aristocratic Age,England and Scotland,Francis Bacon,Essays
170,170,B. The Aristocratic Age,England and Scotland,Robert Burton,The Anatomy of Melancholy
171,171,B. The Aristocratic Age,England and Scotland,Sir Thomas Browne,Religio Medici
172,172,B. The Aristocratic Age,England and Scotland,Sir Thomas Browne,"Hydriotaphia, or Urne-Buriall"
173,173,B. The Aristocratic Age,England and Scotland,Sir Thomas Browne,The Garden of Cyrus
174,174,B. The Aristocratic Age,England and Scotland,Thomas Hobbes,Leviathan
175,175,B. The Aristocratic Age,England and Scotland,Robert Herrick,Poems
176,176,B. The Aristocratic Age,England and Scotland,Thomas Carew,Poems
177,177,B. The Aristocratic Age,England and Scotland,Richard Lovelace,Poems
178,178,B. The Aristocratic Age,England and Scotland,Andrew Marvell,Poems
179,179,B. The Aristocratic Age,England and Scotland,George Herbert,The Temple
180,180,B. The Aristocratic Age,England and Scotland,Thomas Traherne,"Centuries, Poems, and Thanksgivings"
181,181,B. The Aristocratic Age,England and Scotland,Henry Vaughan,Poetry
182,182,B. The Aristocratic Age,England and Scotland,"John Wilmot, Earl of Rochester",Poems
183,183,B. The Aristocratic Age,England and Scotland,Richard Crashaw,Poems
184,184,B. The Aristocratic Age,England and Scotland,Francis Beaumont and John Fletcher,Plays
185,185,B. The Aristocratic Age,England and Scotland,George Chapman,"Comedies, Tragedies, Poems"
186,186,B. The Aristocratic Age,England and Scotland,John Ford,'Tis Pity She's a Whore
187,187,B. The Aristocratic Age,England and Scotland,John Marston,The Malcontent
188,188,B. The Aristocratic Age,England and Scotland,John Webster,The White Devil
189,189,B. The Aristocratic Age,England and Scotland,John Webster,The Duchess of Malfi
190,190,B. The Aristocratic Age,England and Scotland,Thomas Middleton and William Rowley,The Changeling
191,191,B. The Aristocratic Age,England and Scotland,Cyril Tourneur,The Revenger's Tragedy
192,192,B. The Aristocratic Age,England and Scotland,Philip Massinger,A New Way to Pay Old Debts
193,193,B. The Aristocratic Age,England and Scotland,John Bunyan,The Pilgrim's Progress
194,194,B. The Aristocratic Age,England and Scotland,Izaak Walton,The Compleat Angler
195,195,B. The Aristocratic Age,England and Scotland,John Milton,Paradise Lost
196,196,B. The Aristocratic Age,England and Scotland,John Milton,Paradise Regained
197,197,B. The Aristocratic Age,England and Scotland,John Milton,"Lycidas, Comus, and the Minor Poems"
198,198,B. The Aristocratic Age,England and Scotland,John Milton,Samson Agonistes
199,199,B. The Aristocratic Age,England and Scotland,John Milton,Areopagitica
200,200,B. The Aristocratic Age,England and Scotland,John Aubrey,Brief Lives
201,201,B. The Aristocratic Age,England and Scotland,Jeremy Taylor,Holy Dying
202,202,B. The Aristocratic Age,England and Scotland,Samuel Butler,Hudibras
203,203,B. The Aristocratic Age,England and Scotland,John Dryden,Poetry and Plays
204,204,B. The Aristocratic Age,England and Scotland,John Dryden,Critical Essays
205,205,B. The Aristocratic Age,England and Scotland,Thomas Otway,Venice Preserv'd
206,206,B. The Aristocratic Age,England and Scotland,William Congreve,The Way of the World
207,207,B. The Aristocratic Age,England and Scotland,William Congreve,Love for Love
208,208,B. The Aristocratic Age,England and Scotland,Jonathan Swift,A Tale of a Tub
209,209,B. The Aristocratic Age,England and Scotland,Jonathan Swift,Gulliver's Travels
210,210,B. The Aristocratic Age,England and Scotland,Jonathan Swift,Shorter Prose Works
211,211,B. The Aristocratic Age,England and Scotland,Jonathan Swift,Poems
212,212,B. The Aristocratic Age,England and Scotland,Sir George Etherege,The Man of Mode
213,213,B. The Aristocratic Age,England and Scotland,Alexander Pope,Poems
214,214,B. The Aristocratic Age,England and Scotland,John Gay,The Beggar's Opera
215,215,B. The Aristocratic Age,England and Scotland,James Boswell,Life of Johnson
216,216,B. The Aristocratic Age,England and Scotland,James Boswell,Journals
217,217,B. The Aristocratic Age,England and Scotland,Samuel Johnson,Works
218,218,B. The Aristocratic Age,England and Scotland,Edward Gibbon,The History of the Decline and Fall of the Roman Empire
219,219,B. The Aristocratic Age,England and Scotland,Edmund Burke,A Philosophical Enquiry into...the Sublime and Beautiful
220,220,B. The Aristocratic Age,England and Scotland,Edmund Burke,Reflections on the Revolution in France
221,221,B. The Aristocratic Age,England and Scotland,Maurice Morgann,An Essay on the Dramatic Character of Sir John Falstaff
222,222,B. The Aristocratic Age,England and Scotland,William Collins,Poems
223,223,B. The Aristocratic Age,England and Scotland,George Farquhar,The Beaux' Strategem
224,224,B. The Aristocratic Age,England and Scotland,George Farquhar,The Recruiting Officer
225,225,B. The Aristocratic Age,England and Scotland,William Wycherley,The Country Wife
226,226,B. The Aristocratic Age,England and Scotland,William Wycherley,The Plain Dealer
227,227,B. The Aristocratic Age,England and Scotland,Christopher Smart,Jubilate Agno
228,228,B. The Aristocratic Age,England and Scotland,Christopher Smart,A Song to David
229,229,B. The Aristocratic Age,England and Scotland,Oliver Goldsmith,The Vicar of Wakefield
230,230,B. The Aristocratic Age,England and Scotland,Oliver Goldsmith,She Stoops to Conquer
231,231,B. The Aristocratic Age,England and Scotland,Oliver Goldsmith,The Traveller
232,232,B. The Aristocratic Age,England and Scotland,Oliver Goldsmith,The Deserted Village
233,233,B. The Aristocratic Age,England and Scotland,Richard Brinsley Sheridan,The School of Scandal
234,234,B. The Aristocratic Age,England and Scotland,Richard Brinsley Sheridan,The Rivals
235,235,B. The Aristocratic Age,England and Scotland,William Cowper,Poetical Works
236,236,B. The Aristocratic Age,England and Scotland,George Crabbe,Poetical Works
237,237,B. The Aristocratic Age,England and Scotland,Daniel Defoe,Moll Flanders
238,238,B. The Aristocratic Age,England and Scotland,Daniel Defoe,Robinson Crusoe
239,239,B. The Aristocratic Age,England and Scotland,Daniel Defoe,A Journal of the Plague Year
240,240,B. The Aristocratic Age,England and Scotland,Samuel Richardson,Clarissa
241,241,B. The Aristocratic Age,England and Scotland,Samuel Richardson,Pamela
242,242,B. The Aristocratic Age,England and Scotland,Samuel Richardson,Sir Charles Grandison
243,243,B. The Aristocratic Age,England and Scotland,Henry Fielding,Joseph Andrews
244,244,B. The Aristocratic Age,England and Scotland,Henry Fielding,"The History of Tom Jones, a Foundling"
245,245,B. The Aristocratic Age,England and Scotland,Tobias Smollett,The Expedition of Humphry Clinker
246,246,B. The Aristocratic Age,England and Scotland,Tobias Smollett,The Adventures of Roderick Random
247,247,B. The Aristocratic Age,England and Scotland,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman"
248,248,B. The Aristocratic Age,England and Scotland,Laurence Sterne,A Sentimental Journey Through France and Italy
249,249,B. The Aristocratic Age,England and Scotland,Fanny Burney,Evelina
250,250,B. The Aristocratic Age,England and Scotland,Joseph Addison and Richard Steele,The Spectator
251,251,B. The Aristocratic Age,France,Jean Froissart,Chronicles
252,252,B. The Aristocratic Age,France,,The Song of Roland
253,253,B. The Aristocratic Age,France,François Villon,Poems
254,254,B. The Aristocratic Age,France,Michel de Montaigne,Essays
255,255,B. The Aristocratic Age,France,François Rabelais,Gargantua and Pantagruel
256,256,B. The Aristocratic Age,France,Marguerite de Navarre,The Heptameron
257,257,B. The Aristocratic Age,France,Joachim Du Bellay,The Regrets
258,258,B. The Aristocratic Age,France,Maurice Scève,Délie
259,259,B. The Aristocratic Age,France,Pierre Ronsard,"Odes, Elegies, Sonnets"
260,260,B. The Aristocratic Age,France,Philippe de Commynes,Memoirs
261,261,B. The Aristocratic Age,France,Agrippa d'Aubigné,Les Tragiques
262,262,B. The Aristocratic Age,France,Robert Garnier,Mark Antony
263,263,B. The Aristocratic Age,France,Robert Garnier,The Jewesses
264,264,B. The Aristocratic Age,France,Pierre Corneille,The Cid
265,265,B. The Aristocratic Age,France,Pierre Corneille,Polyeucte
266,266,B. The Aristocratic Age,France,Pierre Corneille,Nicomède
267,267,B. The Aristocratic Age,France,Pierre Corneille,Horace
268,268,B. The Aristocratic Age,France,Pierre Corneille,Cinna
269,269,B. The Aristocratic Age,France,Pierre Corneille,Rodogune
270,270,B. The Aristocratic Age,France,François de La Rochefoucauld,Maxims
271,271,B. The Aristocratic Age,France,Jean de La Fontaine,Fables
272,272,B. The Aristocratic Age,France,Molière,The Misanthrope
273,273,B. The Aristocratic Age,France,Molière,Tartuffe
274,274,B. The Aristocratic Age,France,Molière,The School for Wives
275,275,B. The Aristocratic Age,France,Molière,The Learned Ladies
276,276,B. The Aristocratic Age,France,Molière,Don Juan
277,277,B. The Aristocratic Age,France,Molière,School for Husbands
278,278,B. The Aristocratic Age,France,Molière,Ridiculous Precieuses
279,279,B. The Aristocratic Age,France,Molière,The Would-Be Gentleman
280,280,B. The Aristocratic Age,France,Molière,The Miser
281,281,B. The Aristocratic Age,France,Molière,The Imaginary Invalid
282,282,B. The Aristocratic Age,France,Blaise Pascal,Pensées
283,283,B. The Aristocratic Age,France,Jacques-Bénigne Bosuet,Funerary Orations
284,284,B. The Aristocratic Age,France,Nicolas Boileau-Despréaux,The Art of Poetry
285,285,B. The Aristocratic Age,France,Nicolas Boileau-Despréaux,Lutrin
286,286,B. The Aristocratic Age,France,Jean Racine,Phaedra
287,287,B. The Aristocratic Age,France,Jean Racine,Andromache
288,288,B. The Aristocratic Age,France,Jean Racine,Britannicus
289,289,B. The Aristocratic Age,France,Jean Racine,Athaliah
290,290,B. The Aristocratic Age,France,Pierre Carlet de Marivaux,Seven Comedies
291,291,B. The Aristocratic Age,France,Jean-Jacques Rousseau,The Confessions
292,292,B. The Aristocratic Age,France,Jean-Jacques Rousseau,Émile
293,293,B. The Aristocratic Age,France,Jean-Jacques Rousseau,La Nouvelle Héloïse
294,294,B. The Aristocratic Age,France,Voltaire,Zadig
295,295,B. The Aristocratic Age,France,Voltaire,Candide
296,296,B. The Aristocratic Age,France,Voltaire,Letters on England
297,297,B. The Aristocratic Age,France,Voltaire,The Lisbon Earthquake
298,298,B. The Aristocratic Age,France,Abbé Prévost,Manon Lescaut
299,299,B. The Aristocratic Age,France,Madame de La Fayette,The Princess of Cleves
300,300,B. The Aristocratic Age,France,Sébastien-Roch Nicolas de Chamfort,Products of the Perfected Civilization
301,301,B. The Aristocratic Age,France,Denis Diderot,Rameau's Nephew
302,302,B. The Aristocratic Age,France,Choderlos de Laclos,Dangerous Liaisons
303,303,B. The Aristocratic Age,Germany,Erasmus,In Praise of Folly
304,304,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,"Faust, Parts One and Two"
305,305,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Dichtung und Wahrheit
306,306,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Egmont
307,307,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Elective Affinities
308,308,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,The Sorrows of Young Werther
309,309,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Poems
310,310,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Wilhelm Meister's Apprenticeship
311,311,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Wilhelm Meister's Years of Wandering
312,312,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Italian Journey
313,313,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Verse Plays
314,314,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Hermann and Dorothea
315,315,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Roman Elegies
316,316,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,Venetian Epigrams
317,317,B. The Aristocratic Age,Germany,Johann Wolfgang von Goethe,West-Eastern Divan
318,318,B. The Aristocratic Age,Germany,Friedrich Schiller,The Robbers
319,319,B. The Aristocratic Age,Germany,Friedrich Schiller,Mary Stuart
320,320,B. The Aristocratic Age,Germany,Friedrich Schiller,Wallenstein
321,321,B. The Aristocratic Age,Germany,Friedrich Schiller,Don Carlos
322,322,B. The Aristocratic Age,Germany,Friedrich Schiller,On the Naïve and Sentimental in Literature
323,323,B. The Aristocratic Age,Germany,Gotthold Lessing,Laocoön
324,324,B. The Aristocratic Age,Germany,Gotthold Lessing,Nathan the Wise
325,325,B. The Aristocratic Age,Germany,Freidrich Hölderlin,Hymns and Fragments
326,326,B. The Aristocratic Age,Germany,Freidrich Hölderlin,Selected Poems
327,327,B. The Aristocratic Age,Germany,Heinrich von Kleist,Five Plays
328,328,B. The Aristocratic Age,Germany,Heinrich von Kleist,Stories
329,329,C. The Democratic Age,Italy,Ugo Foscolo,On Sepulchres
330,330,C. The Democratic Age,Italy,Ugo Foscolo,Last Letters of Jacopo Ortis
331,331,C. The Democratic Age,Italy,Ugo Foscolo,Odes and The Graces
332,332,C. The Democratic Age,Italy,Alessandro Manzoni,The Betrothed
333,333,C. The Democratic Age,Italy,Alessandro Manzoni,On the Historical Novel
334,334,C. The Democratic Age,Italy,Giacomo Leopardi,Essays and Dialogues
335,335,C. The Democratic Age,Italy,Giacomo Leopardi,Poems
336,336,C. The Democratic Age,Italy,Giacomo Leopardi,The Moral Essays
337,337,C. The Democratic Age,Italy,Giuseppe Gioacchino Belli,Roman Sonnets
338,338,C. The Democratic Age,Italy,Giosué Carducci,Hymn to Satan
339,339,C. The Democratic Age,Italy,Giosué Carducci,Barbarian Odes
340,340,C. The Democratic Age,Italy,Giosué Carducci,Rhymes and Rhythms
341,341,C. The Democratic Age,Italy,Giovanni Verga,Little Novels of Sicily
342,342,C. The Democratic Age,Italy,Giovanni Verga,Mastro-Don Gesualdo
343,343,C. The Democratic Age,Italy,Giovanni Verga,The House by the Medlar Tree
344,344,C. The Democratic Age,Italy,Giovanni Verga,The She-Wolf and Other Stories
345,345,C. The Democratic Age,Spain and Portugal,Gustavo Adolpho Bécquer,Poems
346,346,C. The Democratic Age,Spain and Portugal,Benito Pérez Galdós,Fortunata and Jacinta
347,347,C. The Democratic Age,Spain and Portugal,Leopoldo Alas (Clarín),La Regenta
348,348,C. The Democratic Age,Spain and Portugal,José Maria de Eça de Queirós,The Maias
349,349,C. The Democratic Age,France,Benjamin Constant,Adolphe
350,350,C. The Democratic Age,France,Benjamin Constant,The Red Notebook
351,351,C. The Democratic Age,France,François-Auguste-René de Chateaubriand,Attala
352,352,C. The Democratic Age,France,François-Auguste-René de Chateaubriand,René
353,353,C. The Democratic Age,France,François-Auguste-René de Chateaubriand,The Genius of Christianity
354,354,C. The Democratic Age,France,Alphonse de Lamartine,Meditations
355,355,C. The Democratic Age,France,Alfred de Vigny,Chatterton
356,356,C. The Democratic Age,France,Alfred de Vigny,Poems
357,357,C. The Democratic Age,France,Victor Hugo,"The Distance, the Shadows: Selected Poems"
358,358,C. The Democratic Age,France,Victor Hugo,Les Misérables
